Jayadeva Gosvāmī,Jayadeva Goswami,,,
Jayadratha,Jayadratha,,,
jayantī,jayanti,,,
Jayantī,Jayanti ,,,
jijñāsur,jijnasur,,,
jīva,jiva,,,
Jīva Gosvāmī,Jiva Goswami,,,
jīva-bhūta,jiva-bhuta,,,
jiva-samādhi,jiva-samadhi,added 24.12.25,,
jīva-svarūpa,jiva-svarupa,,,
jīvan-mukta,jivan-mukta,,,
jīvan-mukti,jivan-mukti,,,
jīvātmā,jivatma,,,
jñāna,jnana,,,
Jñāna-kāṇḍa,Jnana-kanda,italicised 21.06.23,,
jñāna-mārga,jnana-marga,,,
jñāna-mudrā,jnana-mudra,,,
jñāna-śakti,jnana-shakti ,,,
Jñāna-vibhāga-yoga,Jnana-vibhaga-yoga,,,
Jñāna-vijñāna-yoga,Jnana-vijnana-yoga,,,
jñāna-yoga,jnana-yoga,,,
jñānendriyas,jnanendriyas,,,
Jñāneśvara,Jnaneshwara,,,
jñānī,jnani,,,
jvālā,jwala,,,
Jvālā-Narasiṁha,Jwala-Narasimha,updated 05.09.23,,
jyotir-liṅga(m),jyotir-linga(m),,,
Jyotiṣa,Jyotisha,,,
Kabīr-panth,Kabir-panth,added 25.05.24,,
Kabīr(dev(jī)),Kabir(dev(ji)),added (dev(jī)) 14.09.23,,
Kadrū,Kadru,,,
Kaikeyī,Kaikeyi,,,
Kailāśa,Kailash,,,
kaiṅkarya,kainkarya,30.05 new addition,,
Kaiṭabha,Kaitabha,,,
Kākabhuṣuṇḍi,Kakabhushundi,,,
kala,kala ,,,
Kāla,Kala,,,
Kālanemi,Kalanemi,,,
Kālarātri,Kalaratri,,,
kalaśa,kalasha,,,
kalaśa-pūjā,kalash-puja,,,
Kālayavana,Kalayavana,,,
Kālī,Kali,,,
Kālī Mā,Kali Ma,,,
Kali-yuga,Kali-yuga ,,,
Kālindī,Kalindi,,,
Kāliya,Kaliya,,,
Kalki-avatāra,Kalki-avatar,,,
kalpa,kalpa,,,
kalpa-vṛkṣa,kalpa-vriksha,,,
Kalpataru,Kalpataru,uppercase 07.03.24,,
kāma,kama,,,
Kāmadeva,Kamadeva,,,
Kāmadhenu,Kamadhenu,,,
Kāmākṣī,Kamakshi,,,
Kāmākṣī-devī,Kamakshi-devi,,,
kamaṇḍalu,kamandalu,,,
Kaṁsa,Kamsa,,,
Kāñci,Kanchi,,,
Kāñcī-Kāmākṣī,Kanchi-Kamakshi,,,
Kāñcipuram,Kanchipuram,,,
Kāñcīpūrṇa,Kanchipurna,,,
Kandarpa,Kandarpa,,,
Kānhopātrā,Kanhopatra,,,
kaniṣṭha,kanishtha,,,
kaniṣṭha-adhikārī,kanishtha-adhikari,,,
Kannaḍa,Kannada,,,
Kaṇṇiṇun Siruthāmbu,Kanninun Siruthambu,,,
kaṇṭhī-māla,kanthi-mala,27.05,,
Kānti,Kanti,,,
Kāntimatī,Kantimati,,,
Kapila,Kapila,,,
Kapila Muni,Kapila Muni,-muni to Muni 25.07.23,,
karāgre vasate lakṣmīḥ kara-madhye sarasvatī kara-mūle tu govindaḥ prabhāte kara-darśanam,karagre vasate lakshmih kara-madhye sarasvati kara-mule tu govindah prabhate kara-darshanam,added 21.10.25,,
karanyāsam,karanyasam,,,
Kardama,Kardama,,,
karma,karma,,,
karma-bhumi,karma-bhumi,,,
Karma-kāṇḍa,Karma-kanda,italicised 21.06.23,,
Karma-sannyāsa-yoga,Karma-sannyasa-yoga,,,
Karma-yoga,Karma-yoga,as Gītā chapter,,
karma-yoga,karma-yoga,in regular usage,,
karma-yogī(s),karma-yogi(s),,,
karmendriyas,karmendriyas,,,
Karṇa,Karna,,,
Karnāṭaka,Karnataka,added IAST 04.06.23,,
kārpaṇya,karpanya,added 11.04.24,,
karpūra,karpura,,,
Kārtavīrya,Kartavirya,,,
kartavya,kartavya ,,,
Kārtika,Kartik ,,,
Kārtikeya,Kartikeya,,,
Kāśī ,Kashi,,,
Kaśyapa,Kashyapa,,,
kathā,katha,,,
Kaṭha Upaniṣad,Katha Upanishad,added 06.02.24,,
kathārī,kathari,added 20.04.24,,
Kātyāyana,Katyayana,,,
Kātyāyanī,Kātyāyanī,,,
Kātyāyanī-devī,Katyayani-devi ,,,
Kaumodakī,Kaumodaki,added 31.01.24,,
Kauṇḍilya,Kaundilya,,,
Kaunteya,Kaunteya,,,
Kauravas,Kauravas,,,
Kausalyā,Kausalya,,,
Kauśika,Kaushika,,,
Kaustubha,Kaustubha,,,
kavaca,kavacha,,,
Kāverī,Kaveri,,,
kavirāja(s),kaviraja,,,
Kavyavāha,Kavyavaha,,,
Kedārnāth,Kedarnath,changed ē to e 12.06.23,,
Keśava,Keshava,,,
Keśī,Keshi ,,,
Ketu,Ketu,,,
Ketu-kāla,Ketu-kala,,,
Kevat,Kevaṭa,added 14.09.23,,
Khaṇḍobā,Khandoba,,,
khecara,khecara,,,
khecarī-mudrā ,khechari-mudra,,,
khīr,khir,,,
Kinnaras,Kinnaras,,,
kīrtana,kirtan,,,
kīrtana-bhakti,kirtana-bhakti,,,
kīrtanam,kirtanam,,,
kīrtans,kirtans,added 15.06.23,,
kīrti,kirti,,,
Krama Sandarbha,Krama Sandarbha,added 31.01.26,,
Kratu,Kratu,,,
kriyā-śakti,kriya-shakti ,,,
kriyā-yoga,kriya-yoga,,,
kriyā-yogī(s),kriya-yogi(s),,,
kriyā(s),kriya(s),,,
kriyamāṇa-karma,kriyamana-karma,added 19.03.26,,
krodha,krodha,,,
kṛpā,kripa,,,
Kṛpā-sindhu,Kripa-sindhu,as a name,,
kṛpā-sindhu,kripa-sindhu,as a description,,
Kṛpāchārya,Kripacharya,,,
kṛpaṇa,kripana,,,
Kṛpānidhe,Kripanidhe,,,
Kṛpeśvarnāth,Kripeshwarnath,,,
Kṛṣṇa,Krishna,,,
Kṛṣṇa Janmāṣṭamī,Krishna Janmashtami ,,,
Kṛṣṇa kānhaiya-lālā kī jai,Krishna kanhaiya-lala ki jai,added 05.11.24,,
Kṛṣṇa-āratī ,Krishna-arati ,,,
Kṛṣṇa-arpaṇ,Krishna-arpan,,,
Kṛṣṇa-arpaṇam,Krishna-arpanam,,,
Kṛṣṇa-arpaṇam astu,Krishna-arpanam astu,split into 2 01.08.23,,
Kṛṣṇāvatāra,Krishnavatar,,,
Kṛṣṇa-karṇāmṛtam,Krishna-karnamrita,,,
Kṛṣṇa-kathā,Krishna-katha,added 03.08.23,,
Kṛṣṇa-praṇāma,Krishna-pranama,,,
kṣamā,kshama,,,
kṣamā-prārthanā,kshama-prarthana,added 03.08.23,,
kṣara,kshara,,,
kṣatriya,kshatriya,,,
kṣetra,kshetra,,,
Kṣetra-kṣetrajña-yoga,Kshetra-kshetrajna-yoga,,,
Kṣetrajña,Kshetrajna,,,
Kubera,Kubera,,,
kuladevatā,kuladevata,,,
Kulaśekhara Āḻvār,Kulashekhara Alvar,,,
Kulothuṅga Chola I,Kulothunga Chola I,,,
Kulottīrṇa-yoginī,Kulotirna-yogini,from Kulotīrṇa-yoginī 19.08.23,,
Kumāra Sampradāya,Kumara Sampradaya,,,
Kumāra(s),Kumara(s),,,
Kumati,Kumati,added 09.12.25,,
Kumbha Melā,Kumbha Mela,,,
kumbhaka,kumbhaka,,,
Kumbhakarṇa,Kumbhakarna,,,
kuṁkuma,kumkum,,,
Kumuda-gaṇeśa,Kumuda-ganesha,,,
kuṇḍa,kund,,,
kuṇḍalinī,kundalini,,,
Kuntī,Kunti,,,
Kuntibhoja,Kuntibhoja,,,
Kūreśa,Kuresha,,,
Kūrma,Kurma,,,
Kūrmāvatāra,Kurmavatar,,,
Kūrma-kṣetra,Kurma-kshetra,,,
kurtā,kurta,,,
Kurukṣetra,Kurukshetra,,,
kuśa,kusha,,,
Kuṣmāṇḍā,Kushmanda,,,
Kusum Sarovar,Kusum Sarovar,,,
kuṭīra,kutir,added 04.07.23,,
Kuvalayāpīḍa,Kuvalayapida,,,
laḍḍu,laddu,,,
Laḍḍu-Gopāla,Laddu-Gopala,added 07.08.23,,
Lahiri Mahasaya,"Lahiri Mahasaya, Sri",,,
Lakṣmaṇa,Lakshmana,,,
Lakṣmaṇa Muni,Lakshmana Muni,-muni to Muni 25.07.23,,
Lakṣmaṇa-rekhā,Lakshmana-reka,,,
Lakṣmī-devī,Lakshmi-devi,,,
Lakṣmī-Nārāyaṇa,Lakshmi-Narayana,,,
Lalitā-Tripurasundarī,Lalita-Tripurasundari,,,
Laṅkā,Lanka,changed to ā 06.06.23,,
Lava,Luv ,,,
likhita-japa ,likhita-japa ,added 03.06.23,,
likhita-japa-sādhana,likhita-japa-sadhana,added 03.06.23,,
līlā,lila,,,
Līlā-dhara,Lila-dhara,,,
līlā-kīrtana ,lila-kirtan,added 04.06.23,,
liṅgam,lingam,added ṅ 03.08.23,,
lobha,lobha,,,
loka-saṅgraha,loka-sangraha,,,
Loka-sāraṅga,Loka-saranga,,,
loka(s),loka(s),,,
Mā,Ma,,,
Mā Bhagavatī,Ma Bhagavati,added 13.04.24,,
mada,mada,,,
Madana-mohana,Madana-mohana,,,
Mādhava,Madhava,,,
Madhu,Madhu,,,
Madhurakavi Āḻvār,Madhurakavi Alvar,,,
mādhurya-bhāva,madhurya-bhava,,,
Madhusūdana,Madhusudana,,,
"Madhvācārya, Śrī","Madhvacharya, Sri",,,
Madhya Pradesh,Madhya Pradesh,added 31.01.26,,
madhya-līlā,madhya-lila,added 25.04.24,,
madhyama-adhikārī,madhyama-adhikari ,,,
Mādrī,Madri,,,
Madurai,Madurai,,,
Mahā Śivarātri,Maha Shivaratri,,,
mahā-abhiṣekam,maha-abhishekam,,,
mahā-bhāva,maha-bhava,,,
Mahā-devī,Maha-devi,,,
Mahā-Gaurī,Maha-Gauri,,,
Mahā-Kalī,Maha-Kali,,,
Mahā-Lakṣmī,Maha-Lakshmi,,,
Mahā-Lakṣmī Yajña,Maha-Lakshmi Yajna,as Event name,,
Mahā-Lakṣmī-pūjā,Maha-Lakshmi-puja,,,
mahā-mantra,maha-mantra,,,
Mahā-māyā,Maha-maya,as personality,,
mahā-māyā,maha-maya,in other usages,,
Mahā-mṛtyuṁjaya-mantra,Maha-mrityumjaya-mantra,,,
Mahā-Nārāyaṇa Upaniṣad,Maha-Narayana Upanishad,added 16.04.24,,
mahā-pralaya,maha-pralaya,added 21.06.23,,
Mahā-prasāda,Maha-prasad,,,
Mahā-purāṇas,Maha-puranas,,,
mahā-puruṣa(s),maha-purusha,,,
Mahā-rāsa,Maha-rasa,,,
Mahā-śakti,Maha-shakti,,,
mahā-samādhi,maha-samadhi,,,
Mahā-Sudarśana,Maha-Sudarshana,,,
mahā-sudarśana-mantra,maha-sudarshana-mantra,,,
mahā-sudarśana-mula-mantra,maha-sudarshana- mula-mantra,,,
mahā-vākyas,maha-vakyas,added 18.04.24,,
Mahā-Viṣṇu,Maha-Vishnu,,,
Mahā-Viṣṇuloka,Maha-Vishnuloka,,,
mahā-viśvāsa ,maha-vishvasa,added 11.04.24,,
Mahā-yogī,Maha-yogi,,,
mahā-yuga,maha-yuga,lowercase 19.06.23,,
Mahābhārata,Mahabharata,,,
Mahādeva,Mahadeva,,,
Mahāmaṇḍaleśvara,Mahamandaleshvara,,,
Mahāpūrṇa,Mahapurna,,,
Mahārāja,Maharaj,,,
Mahārāja Nimi,Maharaja Nimi,,,
Mahārāṣṭra,Maharashtra,30.05 changed from Maharashtra,,
maharṣi,maharshi,added 20.03.24,,
Mahat,Mahat,,,
Mahat-tattva,Mahat-tattva,,,
mahātmā(s),mahatma(s),,,
mahāvākya,mahavakya,,,
Mahāvatāra Bābājī,Mahavatar Babaji,"added ī 19.06.23, -a 09.08.23",,
Mahāvatāra Kriyā Bābājī,Mahavatar Kriya Babaji,"added ī 19.06.23, -a 09.08.23",,
Māheśa,Mahesha,added 23.04.24,,
Māheśvara,Maheshwara,,,
Mahiṣāsura,Mahishasura,,,
Mainaka,Maināka,added 16.12.24,,
Maitreya,Maitreya,,,
Makara,Makara,,,
makāra,makara,,,
mākhana,makhan,,,
mālā,mala,,,
Mālādhara,Maladhara,,,
Malayācala,Malayachala,,,
mālinī-mantra,malini-mantra,,,
mamakāra,mamakara,,,
māna-prema,mana-prema,,,
manas,manas,,,
mānasa-pūjā,manasa-puja,,,
mandira(s),mandir(s),,,
Mandodarī,Mandodari,,,
Maṅgalā-Rūpiṇi,Mangala-Rupini,,,
Mani-puṣpaka,Mani-pushpaka,,,
Maṇigrīva,Manigriva ,,,
maṇipūra-cakra,manipura-chakra,,,
mañjīra(s),manjira(s),added 15.06.23,,
manmanā bhava mad-bhakto mad yājī māṁ namas kuru | mām evaiṣyasi satyaṁ te pratijāne priyo’si me || ,manmana bhava mad-bhakto mad yaji mam namas kuru mam evaishyasi satyan te pratijane priyo’si me ,added 03.08.23,,
Mantharā,Manthara,updated 20.10.23,,
mantra,mantra ,,,
Manu(s),Manu(s),,,
Manusmṛti,Manusmriti,,,
manuṣya,manushya,,,
manvantara,manvantara,,,
Marāṭhī,Marathi,,,
mārgaśīrṣa,margashirsha,,,
Mārīca,Maricha ,,,
Marīci,Marichi,,,
Mārkaṇḍeya,Markandeya,,,
Mārkaṇḍeya Purāṇa,Markandeya Purana,,,
Maruts,Maruts,,,
maryāda-puruṣottama,maryada-purushottama,,,
Mātā,Mata,,,
Mātājī,Mataji ,sister of Mahāvatār Bābājī,,
mātājī(s),mataji(s),,,
"Mātaṅga, Sage","Matanga, Sage",,,
māṭha(s),math(s),lowercase 15.06.23,,
Mathurā,Mathura,,,
Mātṛkā,Matrika,,,
Mātṛkā-pūjā,Matrika-puja,,,
mātsarya,matsarya,,,
Matsyāvātara,Matsyavatar,,,
Matsyendranāth,Matsyendranath,,,
mauna,mauna,added 26.01.24,,
Mauna Bābā,Mauna Baba,added 26.01.24,,
mauna-guru,mauna-guru,added 26.01.24,,
Māyā,Maya,as personality,,
māyā,maya,in other usages,,
Mayāsura,Mayasura,,,
Māyāvatī,Mayavati ,,,
māyāvī,mayavi,,,
Meghaśyāma,Meghaśyāma,,,
Meru-devī,Meru-devi,,,
Mīmāṁsā,Mimamsa,,,
Mīrābāī,Mirabai,,,
Mithilā,Mithila,,,
Mitra,Mitra,,,
mitra-bhāva,mitra-bhava,,,
Mohinī,Mohini,,,
Mohinī-avatāra,Mohini-avatara,,,
mokṣa,moksha,,,
Mokṣa-sannyāsa-yoga,Moksha-sannyasa-yoga,,,
Mount Kailāśa,Mount Kailash,,,
Mount Malaya,Mount Malaya,,,
Mount Meru,Mount Meru,,,
mṛdaṅga,mridanga,,,
Mṛtyum-bageśvara,Mrityum-bageshwara,,,
Mṛtyuṁjaya,Mrityumjaya,,,
Mucukunda,Muchukunda,,,
mudrā,mudra,,,
mukha,mukha,,,
mukhavāsaṁ,mukhavasam,,,
mukhyāvatāra,mukhyavatar,,,
mukhya-bhakti,mukhya-bhakti,,,
mukta,mukta,,,
mukta-jīva,mukta-jiva,,,
Muktabāī,Muktabai,added 09.10.23,,
mukti,mukti,,,
Mukunda,Mukunda,,,
Mukunda-mālā(-stotram),Mukunda-mala(-stotram),,,
mūlādhāra,muladhara,,,
mūlādhāra-cakra,muladhara-chakra,,,
mūlasthānam,mulasthanam,updated 17.08.23,,
Muṇḍa,Munda,,,
Muṇḍaka Upaniṣad,Mundaka Upanishad,added 11.06.24,,
muni,muni,,,
munimji,munimji,,,
Mura,Mura ,,,
Murāri,Murari,,,
mūrti-pūjā,murti-puja,,,
mūrti(s),murti(s),,,
Muruga,Muruga,,,
Muṣṭika,Mustika,,,
Nābhi,Nabhi,,,
Nācciyār Tirumoḷi,Nacciyar Tirumoli,,,
nāda,nada,,,
nāda-kriyā,nada-kriya,,,
nāḍi,nadi,,,
Nādiyā,Nadiya,added 25.04.24,region in West Bengal,
nāga,naga,added 12.12.23,,
nāgara-kīrtana,nagara-kirtan,added 04.06.23,,
Nāgarāja,Nagaraja,,,
nāgas,nagas,lowercase 14.12.23,,
Naimiṣāraṇya,Naimisharanya,,,
naivedyam,naivedyam,,,
nakṣatra,nakshatra,,,
Nakula,Nakula,,,
Nalakūvara,Nalakuvara ,,,
Nālāyira-divya-prabandham,Nalayira-divya-prabandham,,,
nāma,nama,lowercase 06.07.23,,
nāma-aparādha,nama-aparadha,lowercase 08.08.23,,
nāma-japa(m),nama-japa(m),,,
nāma-kīrtana,nama-kirtan,lowercase 08.08.23,,
nāma-smaraṇa,nama-smarana,lowercase 08.08.23,,
namaḥ,namah,,,
namāmi nārāyaṇa-pāda-paṅkajaṁ karomi nārāyaṇa-pūjanaṁ sadā | vadāmi nārāyaṇa-nāma nirmalaṁ smarāmi nārāyaṇa-tattvam avyayam ||,namami narayana-pada-pankajam karomi narayana-pujanam sada vadami narayana-nama nirmalaṁ smarami narayana-tattvam avyayam,added 03.08.23,,
namaskāra,namaskar,,,
namaste,namaste,,,
Nāmdev,Namdev,,,
Nammāḻvār,Nammalvar,,,
Nanda,Nanda,,,
Nandaka,Nandaka,,,
Nandi,Nandi,added 30.10.23,,
Nara and Nārāyaṇa,Nara and Narayana,,,
Nārada,Narada,,,
Nārada Muni,Narada Muni,-muni to Muni 25.07.23,,
Nārada-bhakti-sūtra,Narada-bhakti-sutra,added 10.08.23,,
Narakāsura,Narakasura,,,
Narasiṁha,Narasimha,updated 05.09.23,,
Narasiṁha Caturdaśī,Narasimha Chaturdashi,,,
Narasiṁha Purāṇa,Narasimha Purana,,,
Narasiṁhāvātara,Narasimhavatar,,,
Narasiṁha-gāyatrī-mantra,Narasimha-gayatri-mantra,,,
Narasiṁha-kavaca,Narasimha-kavacha,,,
Narasiṁha-mahā-mantra,Narasimha-maha-mantra,,,
Narasiṁhadeva,Narasimhadeva,,,
Nārāyaṇa,Narayana,,,
Nārāyaṇa-kavaca,Narayana-kavacha,,,
Nārāyaṇa-pādam,Narayana-padam,,,
Nārāyaṇa-svarūpa,Narayana-svarupa,,,
Nārāyaṇa-tattva,Narayana-tattva,,,
Nārāyaṇāstra,Narayanastra,,,
Nārāyaṇi-senā,Narayani-sena,,,
Narmadā,Narmada,,,
Narsinh Mehta,Narsinh Mehta,,,
Nāśik,Nashik,added 15.06.23,,
nāstika,nastika,,,
Naṭarāja,Nataraja,,,
Nātha,Natha,,,
Nāthamuni,Nathamuni,,,
navadhā-bhakti,navadha-bhakti,lowercase 12.09.23,,
Navadvīpa,Navadwip,,,
Navagraha,Navagraha,,,
navagraha-pūjā,navagraha-puja,,,
Navarātri,Navaratri,,,
Nāyanārs,Nayanars,,,
Nidhivan,Nidhivan,,,
Nigarbha-yoginī,Nigarbha-yogini,,,
Nīla-devī,Nīla-devi,,,
Nīlakaṇṭha,Nilakantha,,,
Nimāi,Nimai,added 25.04.24,childhood name of Caitanya,
"Nimbārkācārya, Śrī","Nimbarkacharya, Sri",,,
Nīrājanam,Nirajanam,,,
nirguṇa,nirguna,,,
nirguṇa Brahman,nirguna Brahman,changed from nirguṇa-Brahman 20.07.23,,
Nirmohi Akhāra,Nirmohi Akhara,,,
nirvāṇa,nirvana,,,
nirvikalpa-samādhi,nirvikalpa-samadhi,,,
nirviśeṣa,nirvishesha,,,
niṣkāmya-bhakti,nishkamya-bhakti,,,
niṣṭhā,nishtha,,,
Niśumbha,Nishumbha,,,
Nitya-devīs,Nitya-devis,,,
nitya-kala,nitya-kala,,,
nitya-sūris,nitya-suris,cast in lowercase 16.06.23,,
Nityānanda Prabhu ,Nityananda Prabhu,,,
Nivṛttinātha,Nivrittinatha,added 09.10.23,,
niyama,niyama,,,
niyantraṇa,niyantrana,,,
Nṛsiṁhadeva,Nrsimhadeva,30.05 changed from Nṛsingadeva,,
nyāsa,nyasa,,,
Nyāya,Nyaya,update 07.10.23,,
nyāyayikas,nyayayikas,added 12.02.24,,
Oḍiśā,Odisha,,,
oṁ,om,,,
oṁ bhūr bhuvaḥ svaḥ tat savitur vareṇyaṃ bhargo devasya dhīmahi dhiyo yo naḥ pracodayāt,om bhur bhuva svaha tat savitur varenyam bhargo devasya dhimahi dhiyo yo nah pracodayat,added 24.08.23,,
OM Chanting,OM Chanting,,,
oṁ keśavāya namaḥ,om keshavaya namah,added 03.08.23,,
oṁ mahā-lakṣmyai namaḥ,om maha-lakshmyai namah,added 03.08.23,,
oṁ mahāvatārāya vidmahe jagadgurudevāya dhīmahi tanno bābājī pracodayāt,om mahavataraya vidmahe jagadgurudevaya dhimahi tanno babaji pracodayat,added 03.08.23,,
oṁ namaḥ śivāya,om namah shivaya,,,
oṁ namo bhagavate vāsudevāya,om namo bhagavate vasudevaya,,,
oṁ namo nārāyaṇāya,om namo narayanaya,,,
oṁ paramahaṁsa śrī svāmī viśvānandāya namaḥ ,om paramahamsa sri svami vishwanandaya namah ,,,
oṁ premāvatārāya vidmahe sadgurudevāya dhīmahi tanno viśvānandaḥ pracodayāt,om premavataraya vidmahe sadgurudevaya dhimahi tanno vishvananda pracodayat,added 03.08.23,,
oṁ śrī gurubhyo namaḥ,om sri gurubhyo namah,added 03.08.23,,
oṁ śrī tulasī-devyai namaḥ,om sri tulasi-devyai namah,added 03.08.23,,
oṁ tat sat,om tat sat,,,
oṁkāra,omkara,,,
Pāda-pūjā,Pada-puja,,,
pādam,padam,,,
pādasevā(-bhakti),padaseva(-bhakti),added 14.09.23,,
Padma,Padma,,,
Padma Purāṇa,Padma Purana,,,
Padmā Saṁhitā,Padma Samhita,,,
Padmasaṁbhava,Padmasambhava,,,
pādukā(s),paduka,,,
pādyam,padyam,,,
Pānars,Panars,,,
pañca,pancha,,,
pañca-bhūta,pancha-bhuta ,,,
pañca-Pāṇḍava,pancha-Pandavas,,,
pañca-saṃskāra,pañca-saṃskāra,,,
Pañca-tattva,Pancha-tattva ,"when referring to Caitanya, Nityānanda, Advaitācārya and their associates ",,
pañca-tattva,pancha-tattva ,when referring to the five elements of prakṛti,,
pañcadaśākṣarī-mantra,panchadashakshari-mantra,,,
Pañcajanī,Panchajani ,,,
Pāñcajanya,Panchajanya,italics 31.01.24,,
Pāñcālī,Panchali,,,
pañcaloha,panchaloha,added 26.09.23,,
pañcāmṛta,panchamrita,,,
pañcānga,panchanga,,,
Pañcarātra (Āgamas),Pancharatra (Agamas),updated 07.10.23,,
Pāṇḍava Gītā,Pandava Gita,,,
Pāṇḍavas,Pandavas,,,
Paṇḍharpur,Pandharpur,,,
paṇḍit,pandit,,,
Pāṇḍu,Pandu,,,
Pāṇḍuraṅga,Panduranga,,,
Pāṇḍuranga-māhātmya,Panduranga-mahatmya,,,
pānīyaṁ,paniyam,,,
Pañjāb,Punjab,added 16.06.23,,
panjābī,punjabi,added 16.06.23,,
pantha,pantha,added 07.10.23,,
pāpa,papa,,,
pāpam,papam,,,
parā-bhakti,para-bhakti,,,
parā-prakṛti,para-prakriti,,,
Para-Puruṣa,Para-Purusha,,,
Parā-śakti,Para-shakti,,,
Para-Vāsudeva,Para-Vasudeva,,,
parā-vidyā,para-vidya,,,
Parabrahman,Parabrahman,updated 22.02.24,,
param-dharma,param-dharma,,,
param-mukti,param-mukti,,,
parama-bhakti,parama-bhakti,,,
Paramā-śakti,Parama-shakti,,,
paramahaṁsa,paramahamsa,02.02.24 when referring to the title outside of a particular name,,
Paramahamsa Sri Swami Vishwananda,Paramahamsa Sri Swami Vishwananda,,,
Paramapada,Paramapada,updated 22.08.2024,,
Paramātmā,Paramatma,,,
parameṣṭhi-guru,parameshthi-guru,,,
Parameśvarī,Parameshvari,,,
paramguru,paramguru,,,
paramparā,parampara,,,
paramparam-mantra,paramparam-mantra,,,
Paranitya Narasiṁha,Paranitya Narasimha,,,
Parantapa,Parantapa,,,
Parāśara,Parashara,,,
Parāśara Bhaṭṭa,Parashara Bhatta,,,
Paraśurāma,Parashurama,,,
Paraśurāmāvatāra,Parashuramavatar,,,
Paraśurāma-kṣetra,Parashurama-kshetra,,,
parātparā-guru,paratpara-guru,,,
parikara-kīrtana,parikara-kirtan,,,
parikrama,parikrama,,,
Parīkṣit,Parikshit,,,
Parjanya,Parjanya,,,
Pārtha,Partha,,,
Pārvatī,Parvati,,,
Pātāla,Patala,,,
Pātālaloka,Patalaloka,,,
Patañjali,Patanjali ,,,
pati-bhikṣā,pati-bhiksha,added 25.04.24,,
Pauṇḍra,Paundra,,,
payaḥ-snānam,payah-snanam,,,
pāyasa,payasa,25.05,,
Periyāḻvār,Periyalvar,added 10.06.23,,
Perumal Thirumozhi,Perumal Thirumoli,added 20.06.24,,
Peyi Āḻvār,Pei Alvar,updated to Peyi 10.06.23,,
phala-bhakti,phala-bhakti,,,
phalaśrutiḥ,phalashruti,,,
pīḍa-arcana,pida-archana,,,
Pillai Lokācārya,Pillai Lokacharya,,,
piṇḍa,pinda,,,
Piṅgalā,Pingala ,(personality mentioned in Bhāgavatam),,
piṅgalā(-nāḍi),pingala(-nadi),updated 30.08.23,,
pīṭha,pitha,,,
pitṛ devo bhava,pitri devo bhava,,,
Pitṛ Pakṣa,Pitra Paksha ,,,
pitṛ-pakṣa,pitra-paksha ,,,
pitṛ(s),pitri(s),,,
plodhaṁ ,plodham,,,
Poygai Āḻvār,Poygai Alvar,added 10.06.23,,
Prabhu,Prabhu,,,
prabhu ,prabhu ,,,
Prācīnabarhiṣat,Prachinabarhisat,,,
pracodayāt,prachodayat,,,
pradakṣiṇa,pradakshina,,,
prādurbhāvantara(s),pradurbhavantara(s),,,
Pradyumna,Pradyumna,,,
Prahlāda,Prahlad,,,
Prahlāda Mahārāja,Prahlad Maharaj,,,
Prajāpati,Prajapati,,,
prajñānam brahma,prajnanam brahma,,,
prakṛti,prakriti,,,
prakṛti-līlā,prakriti-lila,added 11.07.23,,
Pralambāsura,Pralambasura,,,
pralaya,pralaya,,,
pramāṇa(s),pramana(s),,,
prāṇa,prana,,,
prāṇa-pratiṣṭhā,prana-pratishtha,,,
prāṇa-śakti,prana-shakti,,,
pranām-mudrā,pranam-mudra,,,
praṇāma-mantra(s),pranama-mantra(s),added ṇa 03.06.2023,,
praṇava,pranava,,,
praṇaya-prema,pranaya-prema,,,
prāṇāyāma,pranayama,,,
prapatti,prapatti,,,
Prāpti,Prapti ,,,
prārabdha-karma,prarabdha-karma,,,
prasāda,prasad,,,
Prasena,Prasena,,,
prasthānatrayī,prasthanatrayi ,,,
prātaḥ-smaraṇam,pratah-smaranam,,,
prātikūlya-varjanam,pratikulya-varjanam,added 11.04.24,,
Prativindhya,Prativindhya,,,
pratyāhāra,pratyahara ,,,
pratyakṣa,pratyaksha,added 07.10.23,,
Pratyaṅgirā-devī,Pratyangira-devi,,,
prayāg,prayag,,,
prema,prema,lowercase ,,
prema-bhakti,prema-bhakti,,,
premānanda,premananda,,,
Premāvātara,Premavatar,,,
preya,preya,added 19.03.26,,
pṛthivī,prithivi,added 23.04.24,,
Pṛthu,Prithu,,,
Pṛthvī,Prithvi,,,
Pṛyavrata,Priyavrata,,,
pūjā,puja,,,
pūjārī(ṇī)(s),pujari(ni)(s),,,
Pulaha,Pulaha,,,
Pulastya,Pulastya,,,
Puṇḍalika,Pundalik,,,
Puṇe,Pune,added 30.05.24,,
puṇya,punya,,,
Purāṇa(s),Purana(s),,,
Puranic,Puranic,25.05,,
Purañjana,Puranjana,,,
Purañjanī,Puranjani,,,
Purī,Puri,added 03.02.24,,
pūrṇāvatāra,purnavatar,,,
Pūrṇa-Brahman,Purna-Brahman,,,
pūrṇā-huti,purna-huti,,,
pūrṇā-kalaśa,purna-kalasha,,,
pūrṇā-kumbha,purna-kumbha,,,
purṇimā,purnima,,,
Purujit,Purujit,,,
Puruṣa,Purusha,when referring to the Lord,,
puruṣa,purusha,when referring to the ātmā,,
Puruṣa-sūktam,Purusha-suktam,,,
puruṣārtha,purushartha,,,
Puruṣottama,Purushottama,,,
